"Unnamed: 0","StudentID","CourseID","SelectionDate"
"264","S0013","E E 331","2023-09-26"
"265","S0013","E E 233","2022-09-26"
"266","S0013","E E 215","2022-09-26"
"267","S0013","CSE 341","2023-09-26"
"268","S0013","E E 351","2023-09-26"
"269","S0013","E E 215","2022-09-26"
"270","S0013","E E 361","2023-09-26"
"271","S0013","E E 215","2022-09-26"
"272","S0013","E E 342","2023-09-26"
"273","S0013","E E 242","2022-09-26"
"274","S0013","MATH 207","2022-09-26"
"275","S0013","E E 397","2023-09-26"
"276","S0013","CSE 352","2023-09-26"
"277","S0013","CSE 311","2023-09-26"
"278","S0013","E E 280","2022-09-26"
"279","S0014","CSE 524","2023-09-26"
"280","S0014","CSE 521","2023-09-26"
"281","S0014","CSE 552","2023-09-26"
"282","S0014","CSE 551","2023-09-26"
"283","S0014","E E 528","2023-09-26"
"284","S0014","E E 521","2023-09-26"
"285","S0014","CSE 568","2023-09-26"
"286","S0014","CSE 567","2023-09-26"
"287","S0014","CSE 541","2023-09-26"
"288","S0015","E E 351","2023-09-26"
"289","S0015","E E 215","2022-09-26"
"290","S0015","MATH 136","2021-09-26"
"291","S0015","MATH 135","2021-09-26"
"292","S0015","MATH 134","2021-09-26"
"293","S0015","MATH 126","2021-09-26"
"294","S0015","MATH 125","2021-09-26"
"295","S0015","MATH 124","2021-09-26"
"296","S0015","MATH 134","2021-09-26"
"297","S0015","MATH 342","2023-09-26"
"298","S0015","MATH 318","2023-09-26"
"299","S0015","MATH 208","2022-09-26"
"300","S0015","MATH 126","2021-09-26"
"301","S0015","MATH 125","2021-09-26"
"302","S0015","MATH 394","2023-09-26"
"303","S0015","MATH 334","2023-09-26"
"304","S0015","MATH 301","2023-09-26"
"305","S0015","MATH 300","2023-09-26"
"306","S0015","MATH 395","2023-09-26"
"307","S0015","MATH 394","2023-09-26"
"308","S0015","MATH 282","2022-09-26"
"309","S0015","MATH 209","2022-09-26"
"310","S0015","MATH 207","2022-09-26"
"311","S0015","MATH 208","2022-09-26"
"312","S0015","E E 271","2022-09-26"
"313","S0015","MATH 224","2022-09-26"
"314","S0015","E E 280","2022-09-26"
"315","S0016","AMATH 584","2023-09-26"
"316","S0016","AMATH 567","2023-09-26"
"317","S0016","AMATH 568","2023-09-26"
"318","S0016","AMATH 571","2023-09-26"
"319","S0016","AMATH 561","2023-09-26"
"320","S0016","AMATH 531","2023-09-26"
"321","S0016","AMATH 573","2023-09-26"
"322","S0016","AMATH 581","2023-09-26"
"323","S0016","AMATH 586","2023-09-26"
"324","S0017","MATH 318","2023-09-26"
"325","S0017","MATH 208","2022-09-26"
"326","S0017","MATH 126","2021-09-26"
"327","S0017","MATH 125","2021-09-26"
"328","S0017","MATH 124","2021-09-26"
"329","S0017","MATH 134","2021-09-26"
"330","S0017","MATH 136","2021-09-26"
"331","S0017","MATH 135","2021-09-26"
"332","S0017","MATH 134","2021-09-26"
"333","S0017","MATH 394","2023-09-26"
"334","S0017","MATH 126","2021-09-26"
"335","S0017","MATH 125","2021-09-26"
"336","S0017","MATH 342","2023-09-26"
"337","S0017","MATH 301","2023-09-26"
"338","S0017","MATH 300","2023-09-26"
"339","S0017","MATH 327","2023-09-26"
"340","S0017","MATH 300","2023-09-26"
"341","S0017","MATH 334","2023-09-26"
"342","S0017","MATH 335 ","2023-09-26"
"343","S0017","MATH 224","2022-09-26"
"344","S0017","MATH 207","2022-09-26"
"345","S0017","MATH 282","2022-09-26"
"346","S0017","MATH 209","2022-09-26"
"347","S0017","MATH 207","2022-09-26"
"348","S0017","MATH 208","2022-09-26"
"349","S0017","E E 205","2022-09-26"
"350","S0017","E E 201","2022-09-26"
"351","S0018","MATH 425","2023-09-26"
"352","S0018","MATH 136","2020-09-26"
"353","S0018","MATH 135","2020-09-26"
"354","S0018","MATH 134","2020-09-26"
"355","S0018","MATH 208","2021-09-26"
"356","S0018","MATH 126","2020-09-26"
"357","S0018","MATH 125","2020-09-26"
"358","S0018","MATH 124","2020-09-26"
"359","S0018","MATH 134","2020-09-26"
"360","S0018","MATH 420","2023-09-26"
"361","S0018","MATH 126","2020-09-26"
"362","S0018","MATH 125","2020-09-26"
"363","S0018","MATH 424","2023-09-26"
"364","S0018","MATH 327","2022-09-26"
"365","S0018","MATH 300","2022-09-26"
"366","S0018","MATH 334","2022-09-26"
"367","S0018","CSE 421","2023-09-26"
"368","S0018","CSE 312","2022-09-26"
"369","S0018","CSE 311","2022-09-26"
"370","S0018","CSE 332","2022-09-26"
"371","S0018","CSE 311","2022-09-26"
"372","S0018","E E 417","2023-09-26"
"373","S0018","E E 416","2023-09-26"
"374","S0018","E E 242","2021-09-26"
"375","S0018","MATH 207","2021-09-26"
"376","S0018","MATH 394","2022-09-26"
"377","S0018","MATH 465","2023-09-26"
"378","S0018","MATH 464","2023-09-26"
"379","S0018","MATH 208","2021-09-26"
"380","S0018","MATH 445","2023-09-26"
"381","S0018","MATH 318","2022-09-26"
"382","S0018","MATH 208","2021-09-26"
"383","S0018","E E 215","2021-09-26"
"384","S0018","MATH 209","2021-09-26"
"385","S0018","MATH 207","2021-09-26"
"386","S0018","MATH 208","2021-09-26"
"387","S0019","AMATH 401","2023-09-26"
"388","S0019","MATH 126","2020-09-26"
"389","S0019","MATH 125","2020-09-26"
"390","S0019","MATH 124","2020-09-26"
"391","S0019","MATH 134","2020-09-26"
"392","S0019","MATH 136","2020-09-26"
"393","S0019","MATH 135","2020-09-26"
"394","S0019","MATH 134","2020-09-26"
"395","S0019","AMATH 481","2023-09-26"
"396","S0019","AMATH 301","2022-09-26"
"397","S0019","MATH 125","2020-09-26"
"398","S0019","MATH 124","2020-09-26"
"399","S0019","AMATH 351","2022-09-26"
"400","S0019","CSE 412","2023-09-26"
"401","S0019","AMATH 402","2023-09-26"
"402","S0019","AMATH 351","2022-09-26"
"403","S0019","AMATH 403","2023-09-26"
"404","S0019","AMATH 401","2023-09-26"
"405","S0019","AMATH 351","2022-09-26"
"406","S0019","AMATH 483","2023-09-26"
"407","S0019","AMATH 481","2023-09-26"
"408","S0019","AMATH 301","2022-09-26"
"409","S0019","AMATH 351","2022-09-26"
"410","S0019","AMATH 352","2022-09-26"
"411","S0019","AMATH 422","2023-09-26"
"412","S0019","MATH 207","2021-09-26"
"413","S0019","AMATH 383","2022-09-26"
"414","S0019","AMATH 351","2022-09-26"
"415","S0019","E E 241","2021-09-26"
"416","S0019","E E 205","2021-09-26"
"417","S0019","E E 242","2021-09-26"
"418","S0019","MATH 207","2021-09-26"
"419","S0019","E E 233","2021-09-26"
"420","S0019","E E 215","2021-09-26"
"421","S0019","E E 299","2021-09-26"
"422","S0019","MATH 209","2021-09-26"
"423","S0020","E E 351","2023-09-26"
"424","S0020","E E 215","2022-09-26"
"425","S0020","MATH 136","2021-09-26"
"426","S0020","MATH 135","2021-09-26"
"427","S0020","MATH 134","2021-09-26"
"428","S0020","MATH 126","2021-09-26"
"429","S0020","MATH 125","2021-09-26"
"430","S0020","MATH 124","2021-09-26"
"431","S0020","MATH 134","2021-09-26"
"432","S0020","E E 391","2023-09-26"
"433","S0020","E E 241","2022-09-26"
"434","S0020","CSE 122","2021-09-26"
"435","S0020","CSE 123","2021-09-26"
"436","S0020","E E 398","2023-09-26"
"437","S0020","E E 331","2023-09-26"
"438","S0020","E E 233","2022-09-26"
"439","S0020","E E 215","2022-09-26"
"440","S0020","E E 393","2023-09-26"
"441","S0020","E E 361","2023-09-26"
"442","S0020","E E 215","2022-09-26"
"443","S0020","MATH 382","2023-09-26"
"444","S0020","E E 321","2023-09-26"
"445","S0020","E E 397","2023-09-26"
"446","S0020","MATH 208","2022-09-26"
"447","S0020","E E 299","2022-09-26"
"448","S0020","MATH 282","2022-09-26"
"449","S0020","E E 271","2022-09-26"
"450","S0021","E E 233","2023-09-26"
"451","S0021","E E 215","2023-09-26"
"452","S0021","MATH 136","2022-09-26"
"453","S0021","MATH 135","2022-09-26"
"454","S0021","MATH 134","2022-09-26"
"455","S0021","MATH 126","2022-09-26"
"456","S0021","MATH 125","2022-09-26"
"457","S0021","MATH 124","2022-09-26"
"458","S0021","MATH 134","2022-09-26"
"459","S0021","MATH 282","2023-09-26"
"460","S0021","E E 201","2023-09-26"
"461","S0021","CSE 122","2022-09-26"
"462","S0021","CSE 123","2022-09-26"
"463","S0021","E E 299","2023-09-26"
"464","S0021","E E 242","2023-09-26"
"465","S0021","MATH 207","2023-09-26"
"466","S0021","E E 280","2023-09-26"
"467","S0021","E E 215","2023-09-26"
"468","S0022","E E 201","2023-09-26"
"469","S0022","CSE 122","2022-09-26"
"470","S0022","CSE 123","2022-09-26"
"471","S0022","E E 233","2023-09-26"
"472","S0022","E E 215","2023-09-26"
"473","S0022","MATH 136","2022-09-26"
"474","S0022","MATH 135","2022-09-26"
"475","S0022","MATH 134","2022-09-26"
"476","S0022","MATH 126","2022-09-26"
"477","S0022","MATH 125","2022-09-26"
"478","S0022","MATH 124","2022-09-26"
"479","S0022","MATH 134","2022-09-26"
"480","S0022","MATH 207","2023-09-26"
"481","S0022","MATH 209","2023-09-26"
"482","S0022","MATH 207","2023-09-26"
"483","S0022","MATH 208","2023-09-26"
"484","S0022","E E 271","2023-09-26"
"485","S0022","E E 242","2023-09-26"
"486","S0023","MATH 224","2023-09-26"
"487","S0023","MATH 126","2022-09-26"
"488","S0023","MATH 125","2022-09-26"
"489","S0023","MATH 124","2022-09-26"
"490","S0023","MATH 134","2022-09-26"
"491","S0023","MATH 136","2022-09-26"
"492","S0023","MATH 135","2022-09-26"
"493","S0023","MATH 134","2022-09-26"
"494","S0023","E E 242","2023-09-26"
"495","S0023","MATH 135","2022-09-26"
"496","S0023","MATH 134","2022-09-26"
"497","S0023","MATH 207","2023-09-26"
"498","S0023","E E 299","2023-09-26"
"499","S0023","E E 271","2023-09-26"
"500","S0023","E E 233","2023-09-26"
"501","S0023","E E 215","2023-09-26"
"502","S0023","E E 201","2023-09-26"
"503","S0023","E E 280","2023-09-26"
"504","S0024","MATH 282","2023-09-26"
"505","S0024","E E 233","2023-09-26"
"506","S0024","E E 215","2023-09-26"
"507","S0024","MATH 136","2022-09-26"
"508","S0024","MATH 135","2022-09-26"
"509","S0024","MATH 134","2022-09-26"
"510","S0024","MATH 126","2022-09-26"
"511","S0024","MATH 125","2022-09-26"
"512","S0024","MATH 124","2022-09-26"
"513","S0024","MATH 134","2022-09-26"
"514","S0024","MATH 207","2023-09-26"
"515","S0024","MATH 125","2022-09-26"
"516","S0024","MATH 124","2022-09-26"
"517","S0024","E E 241","2023-09-26"
"518","S0024","MATH 224","2023-09-26"
"519","S0024","E E 201","2023-09-26"
"520","S0024","E E 205","2023-09-26"
"521","S0024","E E 299","2023-09-26"
"522","S0025","AMATH 483","2023-09-26"
"523","S0025","AMATH 481","2023-09-26"
"524","S0025","AMATH 301","2022-09-26"
"525","S0025","MATH 125","2020-09-26"
"526","S0025","MATH 124","2020-09-26"
"527","S0025","MATH 135","2020-09-26"
"528","S0025","MATH 134","2020-09-26"
"529","S0025","AMATH 351","2022-09-26"
"530","S0025","MATH 125","2020-09-26"
"531","S0025","MATH 124","2020-09-26"
"532","S0025","MATH 135","2020-09-26"
"533","S0025","MATH 134","2020-09-26"
"534","S0025","AMATH 352","2022-09-26"
"535","S0025","MATH 126","2020-09-26"
"536","S0025","AMATH 401","2023-09-26"
"537","S0025","AMATH 403","2023-09-26"
"538","S0025","AMATH 401","2023-09-26"
"539","S0025","AMATH 351","2022-09-26"
"540","S0025","AMATH 422","2023-09-26"
"541","S0025","MATH 207","2021-09-26"
"542","S0025","AMATH 482","2023-09-26"
"543","S0025","AMATH 301","2022-09-26"
"544","S0025","AMATH 352","2022-09-26"
"545","S0025","MATH 445","2023-09-26"
"546","S0025","MATH 444","2023-09-26"
"547","S0025","MATH 334","2022-09-26"
"548","S0025","MATH 208","2021-09-26"
"549","S0025","AMATH 353","2022-09-26"
"550","S0025","AMATH 351","2022-09-26"
"551","S0025","E E 233","2021-09-26"
"552","S0025","E E 215","2021-09-26"
"553","S0025","E E 242","2021-09-26"
"554","S0025","MATH 207","2021-09-26"
"555","S0025","E E 205","2021-09-26"
"556","S0025","MATH 209","2021-09-26"
"557","S0025","MATH 207","2021-09-26"
"558","S0026","MATH 209","2023-09-26"
"559","S0026","MATH 207","2023-09-26"
"560","S0026","MATH 125","2022-09-26"
"561","S0026","MATH 124","2022-09-26"
"562","S0026","MATH 208","2023-09-26"
"563","S0026","MATH 126","2022-09-26"
"564","S0026","MATH 125","2022-09-26"
"565","S0026","MATH 124","2022-09-26"
"566","S0026","MATH 134","2022-09-26"
"567","S0026","MATH 282","2023-09-26"
"568","S0026","MATH 224","2023-09-26"
"569","S0026","MATH 126","2022-09-26"
"570","S0026","MATH 125","2022-09-26"
"571","S0026","MATH 124","2022-09-26"
"572","S0026","E E 201","2023-09-26"
"573","S0026","E E 271","2023-09-26"
"574","S0026","E E 241","2023-09-26"
"575","S0026","E E 299","2023-09-26"
"576","S0027","MATH 282","2023-09-26"
"577","S0027","MATH 224","2023-09-26"
"578","S0027","MATH 126","2022-09-26"
"579","S0027","MATH 125","2022-09-26"
"580","S0027","MATH 124","2022-09-26"
"581","S0027","MATH 134","2022-09-26"
"582","S0027","MATH 136","2022-09-26"
"583","S0027","MATH 135","2022-09-26"
"584","S0027","MATH 134","2022-09-26"
"585","S0027","E E 215","2023-09-26"
"586","S0027","MATH 136","2022-09-26"
"587","S0027","MATH 135","2022-09-26"
"588","S0027","MATH 209","2023-09-26"
"589","S0027","MATH 207","2023-09-26"
"590","S0027","MATH 208","2023-09-26"
"591","S0027","E E 242","2023-09-26"
"592","S0027","MATH 207","2023-09-26"
"593","S0027","E E 241","2023-09-26"
"594","S0028","MATH 544","2023-09-26"
"595","S0028","MATH 564","2023-09-26"
"596","S0028","MATH 506","2023-09-26"
"597","S0028","MATH 505","2023-09-26"
"598","S0028","MATH 504","2023-09-26"
"599","S0028","MATH 544","2023-09-26"
"600","S0028","E E 551","2023-09-26"
"601","S0028","MATH 529","2023-09-26"
"602","S0028","MATH 528","2023-09-26"
"603","S0029","AMATH 301","2023-09-26"
"604","S0029","MATH 125","2021-09-26"
"605","S0029","MATH 124","2021-09-26"
"606","S0029","MATH 135","2021-09-26"
"607","S0029","MATH 134","2021-09-26"
"608","S0029","AMATH 352","2023-09-26"
"609","S0029","MATH 126","2021-09-26"
"610","S0029","MATH 125","2021-09-26"
"611","S0029","MATH 124","2021-09-26"
"612","S0029","MATH 134","2021-09-26"
"613","S0029","MATH 136","2021-09-26"
"614","S0029","AMATH 342","2023-09-26"
"615","S0029","AMATH 353","2023-09-26"
"616","S0029","AMATH 351","2023-09-26"
"617","S0029","E E 397","2023-09-26"
"618","S0029","AMATH 383","2023-09-26"
"619","S0029","AMATH 351","2023-09-26"
"620","S0029","E E 398","2023-09-26"
"621","S0029","MATH 208","2022-09-26"
"622","S0029","E E 215","2022-09-26"
"623","S0029","E E 205","2022-09-26"
"624","S0029","E E 299","2022-09-26"
"625","S0029","MATH 209","2022-09-26"
"626","S0029","MATH 207","2022-09-26"
"627","S0029","MATH 208","2022-09-26"
"628","S0029","MATH 282","2022-09-26"
"629","S0029","E E 233","2022-09-26"
"630","S0030","E E 233","2023-09-26"
"631","S0030","E E 215","2023-09-26"
"632","S0030","MATH 136","2022-09-26"
"633","S0030","MATH 135","2022-09-26"
"634","S0030","MATH 134","2022-09-26"
"635","S0030","MATH 126","2022-09-26"
"636","S0030","MATH 125","2022-09-26"
"637","S0030","MATH 124","2022-09-26"
"638","S0030","MATH 134","2022-09-26"
"639","S0030","MATH 224","2023-09-26"
"640","S0030","MATH 126","2022-09-26"
"641","S0030","MATH 125","2022-09-26"
"642","S0030","MATH 282","2023-09-26"
"643","S0030","E E 201","2023-09-26"
"644","S0030","MATH 207","2023-09-26"
"645","S0030","MATH 209","2023-09-26"
"646","S0030","MATH 207","2023-09-26"
"647","S0030","MATH 208","2023-09-26"
"648","S0031","CSE 143","2023-09-26"
"649","S0031","CSE 142","2023-09-26"
"650","S0031","MATH 135","2023-09-26"
"651","S0031","MATH 134","2023-09-26"
"652","S0031","CSE 163","2023-09-26"
"653","S0031","CSE 122","2023-09-26"
"654","S0031","CSE 123","2023-09-26"
"655","S0031","CSE 112","2023-09-26"
"656","S0031","CSE 180","2023-09-26"
"657","S0032","MATH 224","2023-09-26"
"658","S0032","MATH 126","2022-09-26"
"659","S0032","MATH 125","2022-09-26"
"660","S0032","MATH 124","2022-09-26"
"661","S0032","MATH 134","2022-09-26"
"662","S0032","MATH 136","2022-09-26"
"663","S0032","MATH 135","2022-09-26"
"664","S0032","MATH 134","2022-09-26"
"665","S0032","MATH 207","2023-09-26"
"666","S0032","MATH 125","2022-09-26"
